https,is_email_in_url,is_server_client_in_domain,is_shortened_url,is_spf_domain,is_tld_in_query_params,length_url,qty_and_path,qty_and_query,qty_and_url,qty_asterisk_query,qty_asterisk_url,qty_at_path,qty_at_query,qty_at_url,qty_comma_path,qty_comma_query,qty_comma_url,qty_dollar_path,qty_dollar_query,qty_dollar_url,qty_dot_domain,qty_dot_path,qty_dot_query,qty_dot_url,qty_equal_path,qty_equal_query,qty_equal_url,qty_hashtag_url,qty_hyphen_domain,qty_hyphen_path,qty_hyphen_query,qty_hyphen_url,qty_ip_resolved,qty_mx_servers,qty_nameservers,qty_params,qty_percent_path,qty_percent_query,qty_percent_url,qty_plus_query,qty_plus_url,qty_questionmark_query,qty_questionmark_url,qty_slash_path,qty_slash_query,qty_slash_url,qty_space_path,qty_space_query,qty_space_url,qty_tilde_path,qty_tilde_query,qty_tilde_url,qty_tld,qty_underline_path,qty_underline_query,qty_underline_url,qty_vowels_domain,redirect_count,time_domain_activation,time_domain_expiration,ttl_hostname,url
1,0,0,0,1,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,11,11,16,2,6,1,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,1,0,1,1,3,0,1240218563.0,1808212163.0,90,https://u3703558.ct.sendgrid.net/ls/click?upn=jFiVDifEWtywQHvtb4S0mjMqMd736XJ67SwZH15tlKhzH9MW8M62o6Lxh33qty0jnUAMxh3vqgMnF0MGeuADhsRzg2RiEcL0LHZhGRx9Osodm8jx9asA-2Bj8-2BSfvNUwJ-2FxATS_Edz4cq2863RwwLHpMXwmdKUEyezvTB1yF-2B-2BlDANp5z-2BW0S7MRaaem3kM85VIEDQhawPD4AQGDiFg3ixq-2BeIKcEMwKaAOrpuYr4ywAI3tHdhxvBIgKPxdpZ-2FCJyT8XQ3Vu94MNrvKgHoahVqjXOUn09Ge2SjzlGgt2YfRUY9DyJrfacMOYYSrIctD-2BHZxx2ye8Q85jGURQ9VeT6i0vqDWxQ-2BdCuALmAQ2FNvSTOfNcF0-3D
1,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,5,-1,0.0,0.0,0,https://lovemypopin.com/mtbonline/mtbonline
0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,2,-1,0,0,0,0,0,0,0,0,0,1,4,0,6,0,0,0,0,0,0,1,0,0,0,2,-1,1606973407.0,1733203807.0,0,http://the-ly.com/wp-includes/sistance/sfr20/?clic=
0,0,0,0,1,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,2,-1,1405158771.0,1752317571.0,3600,http://u1125476a2o.ha004.t.justns.ru/x1GovCERTch/2e04f37c33d236014d8a47ea8ee243fa/
1,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,-1,0.0,0.0,0,https://uncard.co.jp.xm1k5r.cn/404.html
0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,5,-1,0.0,0.0,0,http://www.ebay.com.supportsbooks.fun/blog?428
1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,1,-1,0.0,0.0,0,https://pipnxxcz.tk/pay/error
1,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,4,0,1185580800.0,1753660800.0,77,https://www.people.com.pk/images/FDX
1,0,0,0,1,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,26,26,16,2,6,1,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,1,0,1,1,3,0,1240218563.0,1808212163.0,90,https://u20906245.ct.sendgrid.net/ls/click?upn=UO9k9AtPRC9weY6WyTb4xp024AiOZ-2B6B1Rxhsb2B1C6GdgnY2pGUzd-2BO86kBGXPbzOJs_CdP6KY-2Bz5y5d8H67vTJ6KgCq3Q-2Fn7hVeP27Lf8xWxjlDUfKuYlQYutXQ0bNUribKBKCxuTBEssWa5R8b7JIDzWzzXU0yCx1K9Cazyy52-2FVK1ubw0vwv8KDQPejGQFSG2EZGmotirsv8caZR5gb1S-2FdZvvl0IaSRz-2FAKGmJOx8ThEhvqseyEeKoHERRs9sZ5nzWOaTWkJBK7heihnNc5EDF-2BvjFx17kjRhTP-2Ftm6x3m7zlV9ND-2BnFcbcuzy0pZt8btBX4kAWoLwk89QgTQ03gtURTpyWPnnNH86OUMxPOal873GPhsthBpWTvj86ZJXwmfJfDg8yC8kA26UY1n3de9iHF3hseDTkOpJUmb1a69YOQUKKMPcVe6VtewBogtSMe7B0YyIRWzp931NhwPSsVS5dk03lj4D4fICQDs-2FckWfSKsyBk6oXiqEeZFauiVaamzIAC7wNoLOwzeqa5bFYfyK7P58tcrl7LUdxAlQTvyXbD5cAWsa1q-2Bh4gKXngUZZKgpl4umRkhHIaNlgqFYe8DyPff0-2FxAs3YbSatAU37a8r2KAC398IDdGXVoDa-2FYYV2CK3iRzIsPyGhuKpsuHla6gqd-2Bw1hrlWOoB8xDhqxZfgg86fOC9-2BUKVP0RePK4XMjdMPnpYJi02NenoQSIggxG5jdzjpSZUT-2FkV-2BKCCgJCCSWBlH07RjVWPy0v7KtKKGiHXzLxMCMYvZ2LERXPg7y5p7Mkgr8zQYzOuZmVRvI8nG-2FQLhtvD0i7EKREjh3lmqwRDE-2BugCLfHqZi8D9-2F1okvFQ2mqDvlp-2BuhCeCF-2FRxNC0cQ8fFFJORr4zuyCmKfjEC-2BHdNcqaFVuFVJzG5RuVEvmMl-2BPBHrXdjCbjWBXIV8Rc-3D
1,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,1,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,4,-1,0.0,0.0,0,https://suspfacebookcom-05851104.nightaway.ca/connect.html?timelimit=0151c0f72d5ce196291e71c44e91aa7d
1,0,0,0,1,0,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,25,25,16,2,6,1,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,1,0,1,1,3,0,1240218563.0,1808212163.0,90,https://u20906674.ct.sendgrid.net/ls/click?upn=RdeoQpFS5vOl44RSDkJlSdclVmg6-2FgxZGo8C-2BGcTbCr1u1EIwmBJR8yP9rQyUN6nlnr-_UH1vT0moy-2BD5BigUukPH1-2FEP8FGC-2BAlIojaZ5qVeuakLHFE43-2BxEDVg2OtoYBsKgyZMu62BU-2BclaFPekKiQ554vORebViOJMBLXkNiS-2B2nStBhrFpE2TnmvjUbyOXP70NdPXwy507aonenzuqtcOfuIojgvpCJNnDZrbZnpYc6GbswYhzBrXHqtHDiCCP10Re2i-2F5iIXUxP7INI2UCVg5LqZvlnHB7ZA0Aptf2pSg3ioUpA1V6uIau8DHpucIWEc-2Fl3LWHHd3yVPqq0ynKqGKRHAKC7hzL01XSOxQJZTyfqBaSkhKXVnojBLI1pcuoSToX8HtZCYxb08AiKzmgKBqLWd-2Fybv1grx9BZHWPiEZIWSDM64bh10EYSZWN6BBqr5WL8dAkiCDM0UP0hnAHTLSZ4vo8uodZogXI7LDMZLSuCO0bzV7UgUmz0lgRsEucpAzOQQYALKT5Nj5ZzPkXjGuehOgrzQPvDLTWfoLm47xPlZENaJIWs9PzT8TOgggiAWv3GLCjHi0JwEYSruuVTbos3fBI5GcHvq61lQworEIC9VgJq1x4FD-2FBie6OMqKKYUJ-2Fhj141UcLRCgxGrqyIKgdfcbySPvM6dJ7dgnwF19q5eU-2BPw3GogH9MuNEQjdJ3X3m50UP1mwC0wfgeVgR8y-2BqahHtQYZJWKJKz6Di6kd3qoFERPiXtx-2FN4-2FjIV6r8B7s-2BY9N4mrBX5qBNI64YNrwchVwqH55SFWMvyx26GRgYLxip-2B4a9Sp-2Fd-2B8lYWnEUdHabSBfMjaHuEH3cedxfwjAjwIBFEnOG4Qc4Skw68GpNU24wXG-2BVg1rIqfWoybOkBu5np2WjVJ6cMGOIG3c0NmDC3gfhWoWJo9xWdTM9m-2FgzI-3D
1,0,0,0,1,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,4,0,4,1,2,4,1,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,1,3,0,3,10,0,0.0,0.0,77,https://uniquetrophies.com.au/TO/authorize_client_id:5mcdyiol-2tfw-5ucx-y6ln-tf9ncm207s3j_qdtflm8gyzjcou7xrs5v1i3pwe942hbk6an0f4375mcuszo86pirhg19wdtqbvlykjnx2ea0o51ra8ywscz3p02kgnx96di7hjvf4tlmeubq?data=aW5mb0Bnb29kcmljaGdsb2JhbC5jb20=
0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,8,-1,0.0,0.0,0,http://billingfailure-o2.com/
0,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,5,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,3,1,1001992277.0,1759374677.0,377,http://edje.com/cmspagephotos/80-dj774h8dFY/Valid
0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,1,1,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,1,4,0,6,0,0,0,0,0,0,1,0,0,0,7,-1,1066480695.0,1760791095.0,0,http://www.creativecombat.com/wp-admin/network/acct/login.php?rand=13InboxLightaspxn.1774256418
1,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,11,0,0,0,0,1,0,0,1,-1,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,6,-1,1631952896.0,1758183296.0,0,https://secure.login.aliexpress.com.coin-balance.com/...x...x%A
0,0,0,0,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,2,0,2,1,1,3,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,1,0,0,0,2,-1,1066721611.0,1761032011.0,4502,http://mcns.co.za/.well-known/pki-validation/impots/Impots/
1,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,7,0,1191888000.0,1809302400.0,0,https://www.kristallsolucoes.com.br/ResgatePontosEsferaJuridico/y8R2trhcso4bhWs0g3RJ/
0,0,0,0,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,3,0,3,2,1,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,4,0,1726111543.0,1757647543.0,4502,http://jptechdocsign.net/Order-2019/Order-2017/ExcelOnline-SBS.html
0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,14,-1,0.0,0.0,0,http://usr.eaglecaravansaustralia.com.au/6d622d763bb9d5d46142c86c4
0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,7,-1,0.0,0.0,0,http://eamashoppigbill.org/mazon/a84ef/homepage
0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,4,-1,0.0,0.0,0,http://cellulify.com/lywxlqfpsc.html?jHBFdXEaZsXDFCYGvbHUbNIJnOnOnJIuhBgvvgfcfxdSEXzrdFCgvHBGVfcD
1,0,0,0,1,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,6,0,6,0,0,6,0,6,4,5,2,0,0,0,0,0,0,0,0,1,0,3,2,0,2,0,0,0,1,2,0,2,6,1,1479919543.0,1890146743.0,0,https://hmlkl.codesandbox.io/-=_=-=a-s=-a=-=- _ .html
0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,5,-1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,2,2,6,-1,1520633143.258,1741557943.258,0,http://5017870350767643729650178703507676437296.eu-gb.cf.appdomain.cloud/?92a6281f-d6ba-4907-aeb5-a668ae5df160vu053dh2qeswbhsnief4ol_vfrfmzw6hguoeswb_hsnief4olvfrfm
0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,14,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,5,-1,0.0,0.0,0,http://littlefoots.ru/litttle.php............
0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,5,-1,0.0,0.0,0,http://dsgcbeonline.com/eng/index.html
1,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,6,-1,0.0,0.0,0,https://www.royalmail.co.uk-onlinetrack.com/banks/online.citi.eu
1,0,0,0,1,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,5,0,932342400.0,1752883200.0,4502,https://www.pipelife.se/service/pipeschool.html
1,0,0,0,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,1,0,0,0,7,0,1127927228.0,1885309628.0,77,https://www.crareastorage.com/bundles/rnl/themes/fluid/img/star.svg
1,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,7,1,1037016259.0,1825952659.0,0,https://www.enzoclinicallabs.com/quick-links/technical-updates
1,0,0,0,1,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,10,0,10,1,3,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,2,0,882748800.0,1741132800.0,1127,https://www.ugl.it/giuliano-elogi-ed-encomi-non-possono-piu-bastare-ora-riconoscimenti-concreti/
1,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,4,0,0.0,0.0,4502,https://www.md-consulting.de/feed/
1,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,7,0,871603200.0,0.0,452,https://www.nankai-densetsu.co.jp/company/access/
1,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,5,2,1521974331.0,1742985531.0,377,https://www.iranrasmi.com/agencies
1,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,3,0,1429207803.0,1744827003.0,0,https://www.myharborwm.com/resource-center/articles
1,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,3,0,1037862120.0,1732172520.0,4502,https://www.fiind.com/blog/
1,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,2,0,2,2,0,965050642.0,1753936938.0,0,https://www.e-nst.com/nst/agn_sites/index_1.asp
1,0,0,0,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,3,0,3,1,1,2,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,1,0,0,0,5,1,975542400.0,1758326400.0,1127,https://www.rotocamis.it/it/downloads/33109-2703-0/area-riservata.aspx
1,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,3,0,622684800.0,1816992000.0,4502,https://www.umsl.edu/
1,0,0,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,6,0,1150100875.0,1749716875.0,4502,https://www.inavenues.com/solution.php
1,0,0,0,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,2,2,2,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,5,0,863582400.0,1778817600.0,1127,https://www.longpainting.com/service-type/marine-services/
1,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,8,0,1208142201.0,1744599801.0,377,https://www.pentanasolutions.com/
1,0,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,2,5,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,2,0,949651080.0,1865289600.0,4502,https://first-minute.zajezdy.cz/madarsko/
1,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0.0,0.0,752,https://www.jobcafe.de/faq
1,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0.0,0.0,377,https://www.standex.de/kontakt.html
1,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0.0,0.0,4502,https://www.kapos-net.hu/internet
1,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,0,662688000.0,1756598400.0,1127,https://www.sgo.fi/
1,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,3,0,1080155308.0,1837534108.0,2252,https://www.afncorp.com/checklist
1,0,0,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,6,0,1023385838.0,2033229038.0,4502,https://www.uwmedicine.org/coronavirus
1,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,2,0,2,1,5,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,4,0,1380893900.0,1759585100.0,752,https://www.claritasrx.com/board-of-directors.html
1,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,2,0,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,3,1,0.0,0.0,0,https://www.kopas.at/de-sitemap-107.html
1,0,0,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,7,1,0.0,0.0,189,https://www.autokieschnick.de/standorte/
1,0,0,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,1,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,0,923450400.0,1760140800.0,4502,https://www.matyska.cz/internetove-obchody
1,0,0,0,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,3,1,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,5,0,1201814063.0,1738358063.0,4502,https://www.rocanetworks.com/roca-networks-privacy-policy
1,0,0,0,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,2,1,1,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,7,0,1266537600.0,0.0,2252,https://www.datacentergroningen.nl/dataruimte/contract-en-facturatie/
1,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,7,0,1038431791.0,2048274991.0,152,https://www.blackbearburritos.com/contact-us
1,0,0,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,4,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,3,0,937440000.0,0.0,752,https://www.masugro.nl/service-aanvraag/
1,0,0,0,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,8,1,4,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,4,0,1292833597.0,1766188799.0,4502,https://www.sisthema.biz/pt/home-por/
1,0,0,0,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,1,0,2,1,1,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,5,0,0.0,0.0,152,https://www.com-active.de/Software/Web-Applikationen.aspx
1,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,3,0,806990400.0,1753675200.0,377,https://www.gaunt.com/index.html
1,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,3,0,895622400.0,1757808000.0,4502,https://www.marasrl.it/progetti/
1,0,0,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,1,0,1,6,0,1321878860.0,1763728460.0,752,https://www.moorecocpa.com/contact_us.html
1,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,1,1233680629.0,1738602229.0,4502,https://www.brhas.com/
1,0,0,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,8,0,928418245.0,1780495083.0,377,https://www.fridayharborhouse.com/wedding-packages.php
1,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0.0,0.0,4502,https://www.klinikhohmad.ch/
1,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,3,3,0.0,0.0,4502,https://www.netfocus.gr/
1,0,0,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,0,3,2,2,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,9,0,0.0,0.0,4502,https://www.allinteractive.com.au/who-we-are/our-team/
1,0,0,0,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,5,-1,1176384122.0,1744464122.0,377,https://www.draphixdirect.com/aboutus
1,0,0,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,5,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,3,1,1019499041.0,1745345441.0,377,https://www.cloudb.com/us/shop/dreamy-deals
